Review Teks;Rating;Label;;;;;;;
Overall ok sih, cuman kenapa lirik di beberapa lagu yang aku putar kebanyakan kenapa ga muncul ya?, bukan karna lag, soalnya ga cuman aku yang ngalamin ketiadaan lirik ini wkwk, tolong ya pihak spotify,4;4;Positive;;;;;;;
Kenapa ya setelah di update ga bisa liat lirik atau tertulis ( Lirik Tidak Dapat Di Putar ) , Tapi ttp bagus kok updatean nya cuman agak di perbaiki lirik nya itu loh Mau denger lagu Billie Eilis What Was I Made For? Aja ga bisa,4;4;Positive;;;;;;;
Ga lucu, kebanyakan lagu tidak memiliki lirik saat mau mendengarkan lagu sambil nanyi liriknya tidak ada, Balkan lagu2 favorit saya rata2 tidak memiliki lirik maksud saya, lirik nya tidak dapat memuat atau tidak dapat Muncul,2;2;Negative;;;;;;;
nenurut saya kalo masalah iklan si masi oke karena kalo mau ga ada iklan ya premium, tapi plis janga yg horor dong iklannya. sekarang spotify minus nya cuma satu kenapa lirik nya sekarang banyak yg ga bisa di tampilin padahal biasanya ada liriknya,4;4;Positive;;;;;;;
setelah update, musik yang kita masukkan playlist hampir TIDAK pernah diputar bagi akun yang tidak premium. jujur ini sangat mengganggu.,2;2;Negative;;;;;;;
Assalamualaikum halo nama saya ahra saya suka sekali aplikasi ini saya selalu mendengar lagu disinidan pokoknya sangat bagus lagunya dan bisa mendengr lagu apa saja pokoknya Spotify the best deh udah itu aja informasi dari saya assalamualaikum makasih 😍😍☺☺👍👍,5;5;Positive;;;;;;;
Bejir kembalikan lirik lagu di setiap lagu yg diputar, dan lagu yg diputar tolong otomatis ke ganti lagu penyanyi lain lah. Masa penyanyi itu² terus njir apa coba. Kebalikan cefat,3;3;Negative;;;;;;;
Dear Spotify, Kalau mau promosi iklan gausah podcast serem serem bikin mimpi buruk aja habisnya itu akan mengganggu pendengar yang non premium sampai tidak bisa tidur Tolong dikurangi iklan podcast tersebut dan ganti dengan iklan yg lain,1;1;Negative;;;;;;;
"parah bgt,gak di bebasin dengerin musik,emang seberharga itu ya??,ada notifikasi ""pilih lagu untuk di putar lagi besok""emang kalo gak premium bedakah?,sama aja.,2";2;Negative;;;;;;;
aplikasinya bagus semua lagu ada,tapi kadang kalo lagi dengerin lagu pake earphone tuh ada iklan horor nya jadi kadang takut kalo dengerin malem',4;4;Positive;;;;;;;
sekarang lagunya gabisa diputar semua harus premium dulu, kalo masalah iklan sih ga masalah tapi ini kenapa kok mau ganti lagu harus nunggu premium dulu.,1;1;Negative;;;;;;;
Dari dlu suka spotify, tpi skrg kok jdi ga bisa memutar lirik? Apa karna harus premium? Tolong lah pdhl dlu ga harus premium udh bs ada liriknya. Iklan sebegitunya masih bisa ku terima lah, ini g ad lirik loh parah bgt,2;2;Negative;;;;;;;
1.Iklan nya terlalu sering muncul 2.gabisa di putar sesuai urutan karena harus premium,tolong kembalikan seperti dulu,1;1;Negative;;;;;;;
Spotify ngebug, habis di update malah nggak bisa buat liat animasi kaya story blend dan gak ada animasi juga buat spotify wrapped. Tolong di fix bug nya,3;3;Negative;;;;;;;
Ini kenapa sih sering susah login, pw sama email sudah benar loh masih aja dibilang kombinasi salah. Dikira gw sendiri salah ketik eh taunya kalau kena hoki bisa aja login tanpa ada gw utak-atik lagi pw nya,1;1;Negative;;;;;;;
Lagunya cukup banyak namun alangkah baiknya jika ditambahkan lagu cover dari lagu originalnya seperti yt music. Buat yg komplain masalah iklan dsb. beli premium aja napa banyak kok yg jualan jasa premium app lebih murah lagi dibanding beli lewat aplikasi.,4;4;Positive;;;;;;;
Maaf bintangnya terpaksa saya kurangi karena kecewa. Sudah daftar premium sesuai promonya (bayar seharga 1 bulan untuk 2 bulan peetama) kenapa baru dapat sebulan sudah dikeluarkan dari premium?,3;3;Negative;;;;;;;
sekarang spotify banyak bugnya, seperti liriknya yang tidak bisa dimuat, dan memiliki kinerja yang lemot. 😴👍,1;1;Negative;;;;;;;
dikit-dikit premium. Mana premium nya mahal bet, minimal dikasi kebebasan dikit banggg. Sering berhenti-henti sendiri aaaggrhhhhh, lebih suka Spotify yang lamaaaaaaa yang baru gjj,3;3;Negative;;;;;;;
Cukup bagus dan banyak lagu yang cukup menarik dan aku paling suka dengan kilas baliknya dan update nya cukup bagus 👍, Terima kasih ya spotify telah menemani aku dari bulan Agustus sampai akhir November ini ☺,5;5;Positive;;;;;;;
Aplikasi sering error tidak mau putar lagu, padahal udah premium. Internet lancar, bisa, tapi status offline. Ngawur,1;1;Negative;;;;;;;
"Mau Langganan aja Prosesnya ribet, saat pilih metode pembayaran pasti saja ada tulisan ""Tidak dapat Terhubung"" gitu - gitu aja terus. Sinyal tidak ada masalah sama sekali, login ke Aplikasi lain tidak ada kendala. Padahal mau Berlangganan tapi di bikin ribet Hadeh,1";1;Negative;;;;;;;
Ngebet amat premium, masa sekarang cuma 6 lagu per hari, udah cukup ga urut lagunya lah masa harus 6 lagu per hari. Dengarkan para orang yang emang belum cukup duit lah Spotify.,1;1;Negative;;;;;;;
jelek banget, iklannya ga ngotak banyaknya, mau pindahin akun ke hp yg baru g bisa, karena lupa pw, benerin dong biar bisa liat pw kita, kalo lupa gmn hah mana dikit dikit premium, lama lama kalo buka spotify keknya harus bayar dulu,1;1;Negative;;;;;;;
kenapa deh liriknya gabisa dimuat 🙄🙄🙄 iklannya juga makin makin, ngeganggu. skip lagu juga dibatasi after all udh bagus, lagunya juga lengkap.,3;3;Negative;;;;;;;
ini knapa ya spotify ..setiap saya mau payment ko selalu gabisa dgn alasan sinyal padahal saya selalu pake wifi .. dan ketika saya ingin membeli spotify premium card selalu bermasalah..agak lain emang,2;2;Negative;;;;;;;
saya memberikan nilai sebanyak 5bintang, itu yang membuat bisa menjadi lebih Nyaman, dan juga bisa membuat lebih baik, tapi seakan akan saya memang sangat lebih senang untuk mendengar kan Spotify putar musing, dan ya begitulah dari kesenangan saya untuk membuat dari kehobian untuk membuat pengalaman di masalalu saya, dan juga ke terhadap teman teman saya, dan terimakasih banyak atas dari bantuannya telah selalu mendukung bagi sosial,5;5;Positive;;;;;;;
Update yg baru ini jelek, kagak bisa pilih lagu sendiri, kagak bisa skip banyak banyak, emang agak laen, gw lebih suka update lama,2;2;Negative;;;;;;;
Spotify sekarang beda, lebih maksain buat premium, tolong dong developernya, udah Nemu apk bagus buat dengerin musik, malah dipaksa buat premium, kacau,1;1;Negative;;;;;;;
liat podcast yang ada visual nya malah nga bisa di putar selalu playback pas podcast yang nga ada visual nya bisa di putar,3;3;Negative;;;;;;;
Applikasi ini bagus banget bisa dengerin lagu favorit gw juga sama gk ada iklan nya sama skli makasih ya applikasi udah ngehibur saya, gitu aja sih dari saya sampai jumpa....,5;5;Positive;;;;;;;
knp sih sekarang Spotify harus bayar?? apa pen cepet kaya?? atau apa?? masa cuma mau matiin musik acak harus bayar?! gw GK suka update yg sekarang kebanyakan premium nya minimal GK banyakkin premium ny lhhh hargain lh yg GK mampu bayar buat beli premium!!,1;1;Negative;;;;;;;
Ini kenapa ya bug atau apa sih? pas mau beli premium malah ga bisa dan selalu 'tidak dapat menghubung' padahal kuota lancar, tolong dong saya mau beli yang prem malah ga bisa jadi nya,1;1;Negative;;;;;;;
Tolong ya iklan horornya di kurangi udh berkali2 padahal kasih alasan kenapa g suka iklanya tp muncul terus tuh gmn ya, ini pihak spotify g peduli sama org2 yg g suka iklan horor apa gmn si. Masalahnya jd kesel dengerin lagu atau murotal di spotify maksudnya biar meminimalisir ketakutan tp iklanya malah iklan horor tuh gmn ya tolong hapus iklan horor.,1;1;Negative;;;;;;;
salah satu aplikasi musik terbaik saat ini. hanya saran saja, perbanyak lagi lagu-lagu musisi Indonesia, khususnya musisi-musisi lama. thanks Spotify,5;5;Positive;;;;;;;
Apaan banget bjirr di updet malah makin jlekk, trs baru aja buka spotify logout mulu udah cape cape buat akun baru malah gada perubahaan, lirik nya juga nggak bisa malah tidak dapat memuat, biasanya juga bisa latar belakang ehh sakrang gabisa malah mati mulu, emang si bagi pengguna gratisn fitur² udah di batasi bngtt tapi pliss lah ini ga nyaman bangtt banyak iklan horor nya,1;1;Negative;;;;;;;
Sekarang spotify serasa lebih pelit kalo mau nyetel musik gak bisa langsung dipilih harus premium terus, tolong dong spotify pengen kayak dulu lagi gak harus serba premium,2;2;Negative;;;;;;;
Sangat lengkap dengan semua lagunya, tapi saranku tolong hapus iklan yang horror atau ganti dengan iklan yang lebih fun, terimakasih ini keren,5;5;Positive;;;;;;;
Wah.. ditawarkan paket premium 3 bulan dengan bayar 59.000 + pajak jadi 64 000 + setelah dibayar malah ditagih lagi.. pembayaran anda gagal.. Telkomsel sudah mengeluarkan bukti lewat sms.. tapi dibilang gagal bayar? 🤔🤔🤔😡 Ternyata update terbaru nya terlalu lama pembayarannya sudah hampir seminggu.. bikin gagal emosi 🤣,1;1;Negative;;;;;;;
Udh beli premium,malah banyak bufferingnya . Mau download lagu offline malah gabisa download sama sekali . Update bugnya !!,1;1;Negative;;;;;;;
"Kok saya gk bisa login ya di akun nya pdhl udh pake sandi yg bener, trs ada muncul tulisan ""anda bisa menggunakan akun ini di luar negeri selama 14 hari"" habis itu disuruh ubah lokasi aslii gw bingung batt mana lelet bgtt lg pdhl udh pake wifi gk bisa akhirnya pake kuota yg baru beli ttp aja gk bisa login, ini gmn sih??!!! Gw udh coba berukang kali ttp aja gk bisa masuk,1";1;Negative;;;;;;;
Makin kesini spotify makin bikin banyak keluhan dari yang skip doang harus premium, sekarang juga lyrics nya pada hilang hilang dan banyak lagi. Aneh banget tolong di perbaiki aja deh😅😅,4;4;Positive;;;;;;;
Sangat di saran kan menggunakan premium, dengan berbagai macam musik disini, pokok nya relax dah dengan lagu sesuai selera,5;5;Positive;;;;;;;
Tolong Spotify kalau iklan terputar jangan muter yang horor dong, boleh tapi jangan kontennya juga diputar. Agak menggangu saat lagi ngak premium. Please bangett, SANGAT MENGGANGU.,1;1;Negative;;;;;;;
Kenapa sih? Setiap hari pasti ada premiun yang buat aku ga bisa setel lagu kesukaan ku ngeselin! /+ setiap setel lagu 2-3 lagu mesti ada iklan!,2;2;Negative;;;;;;;
Ada beberapa lagu yang tidak dapat menampilkan lirik, ada banyak. Dan juga untuk pengguna free iklannya terlalu banyak.,1;1;Negative;;;;;;;
Sering terjadi kendala saat melakukan pembelian paket premium, halaman pembayaran selalu gagal dimuat. Tolong untuk kualitas keluaran suara diperbaiki lagi.,1;1;Negative;;;;;;;
Setelah update malah jadi kacau aplikasinya, loading lama banget sampe gak bisa dibuka akhirnya. Padahal udah upgrade premium huu sad,3;3;Negative;;;;;;;
lirik tidak dapat dilihat, selalu mengulang lagu yang sama, memasukkan lagu ke dalam playlist tanpa sepengetahuan pengguna,1;1;Negative;;;;;;;
aplikasi ini sudah benar' bagus tetapi ada yg sedikit kura kadang' suka ngleg dikit trus kadang' keluar sendiri tolong di perbaiki lagi ya terima kasih,4;4;Positive;;;;;;;
Lagu nya sudah baik cuma kalo bisa di hapus saja iklan horor² nya mengganggu jadi tidak nyaman kalo ada horor horornya dan iklan nya juga jangan terlalu banyak bisa sampe dua/ iklan di satu Vidio untuk Spotify boleh di hapus saya iklan² horor nya? Kalo tidak itu sangat menggangu apa lagi yang takut horor dan saya emang ga suka iklan horor Rettingnya buat Spotify kalo ada iklan APA LAGI IKLAN HOROR 5/10,2;5;Positive;;;;;;;
Spotify udah langganan musik sering berhenti sendiri, tidak ada internet padahal buat aplikasi lain lancar🥱 tolong diperbaiki kualitas dan pelayanannya🥱,3;3;Negative;;;;;;;
Spotify bagus bangat lagu nya banyak lagu kesukaan aku laskar pelangi dan sempurna setiap malam aku dengerin lagu terimakasih spotiy aku suka lagu lagunya,5;5;Positive;;;;;;;
Aplikasi nya bagus keren bisa dngerin musik kpn aja, tpi iklannya bnyk bgt wkwk pling mls klo udh ada iklan podcast horor, yg td nya pgn dngerin musik eh mlah jadi tkut ekek,4;4;Positive;;;;;;;
Tampilan musiknya bagus sih tapi kok waktu musik nya di nyalain dan mau di ganti kok GK bisa tolong dong jlasin!!,1;1;Negative;;;;;;;
Spotify memang apk yang guna musik : ok, wayang : ok, meski hanya suara sangat menghemat daya juga data.,5;5;Positive;;;;;;;
Semenjak ada iklan horor, dengerin Spotify jadi ga seru, tolong iklan horor nya jangan terlalu sering muncul, gua setiap abis dengerin lagu pasti yg muncul iklan horor, kasian buat yg penakut 🙏,2;2;Negative;;;;;;;
"Aplikasi ny mmg bagus, tapi kdg saat saya ingin lihat lirik nya itu selalu ada tulisan ""tidak dapat memuat lirik untuk lagu ini"", padahal wifi saya aman² saja.,3";3;Negative;;;;;;;
Tolong chache apk nya jangan nambah terus, padahal putar lagunya online kenapa setiap lagu yang di dengarkan chache nya pasti masuk perangkat, selebihnya ok,3;3;Negative;;;;;;;
Gak bisa pilih lagu yang kita suka, malah di suruh pake premium, dan malah yang di setel lagi lain dan bukan lagu yang kita suka, jadi mohon kerjasamanya,1;1;Negative;;;;;;;
Apaan ini mau beli premium kok gak bisa sih ?,dan terus kenapa pas keluar dari app spotify malah gak keputer lagu nya padahal tadi nya gak gitu aneh ah KECEWA udah paling bener gak di donload lagi ni app cih.Kesini kesini kok malah makin jelek,1;1;Negative;;;;;;;
Saya sebagai tidak premium di spotify, tolong hapus iklan Horor karena membuat saya tidak nyaman dan kurang enak kalau di dengar malam hari dan di siang hari, tolong ya admin hapus iklan Horor, iklan yang santai saja membuat saya nyaman dan enak di dengar, mohon bantuannya ya admin 🙏🏻🙏🏻,2;2;Negative;;;;;;;
Woy yg bener aja, dulu pas belum update bisa bebas putar lagu tapi sekarang pas udah di update malah lagu yang di puter di batasi, yah gw tau gw gk premium tapi yang bener aja anjir .....,2;2;Negative;;;;;;;
kenapa lirik lagunya mesti gabisa dimuat sih, jaringan bagus loh padahal?? tolonglah ini kenapa jadi gini, dan iklan nya juga makin kesini iklannya sering banget , huhu sedih banget gwe😢😢,1;1;Negative;;;;;;;
Udh bagus sih,cuman yang ganggu itu iklan horornya,buat apa di bikin iklan begitu plis,kami yang bukan user premium jadi takut dengernya,kalo bisa iklan horornya dihilangkan plis,atau pake pengaturan iklan mau horor apa enggak,3;3;Negative;;;;;;;
Keren banget aplikasi ini lagu nya enak juga dan gampang nyari lagu yang kita mau di YouTube sama tik tok gampang banget de pokok nya,5;5;Negative;;;;;;;
Sekarang udah terbatas jadi gak bisa dengerin lagu favorit sesuka hati,musik nya jadi random random,mohon untuk kerja sama untuk tidak terlalu terbatas dan jangan menganggap kami bisa membeli yg premium,3;3;Negative;;;;;;;
Setelah update, malah gk bisa beli premium buat 1 minggu. Tolong benerin dong. Kalo emang gk error atau emang udah gk bisa beli premium seminggu, aku mau uninstall aja,2;2;Negative;;;;;;;
spotify taitaitaitai hilangin napa ad TAREEEK TAREEEK sm ad horor yg satunya. Sekarang malah nambah lagi ad horor nya, pasti munculin ad horor supaya org2 takut trs beli premium biar gak muncul ad kaya gitu lagi. Tapi gak gitu caranya malah ngurangin org yg download tau.,1;1;Negative;;;;;;;
Sekarang kenapa gak bisa diulang dan gak bisa bisa diatur sesuka hati, saat ada itu aja masih gk nyaman, apalagi ada itu tapi harus pakai premium. Tolong kembalikan lagi kayak sebelumnya🥺🥺,2;2;Negative;;;;;;;
Aplikasi yang top markotop.saya suka sekali dengan aplikasi ini.banyak sekali lagu yang saya sukai di sini.pemakaiannya pun sangat simple.pokoknya langsung saya kasih bintang 5,5;5;Negative;;;;;;;
Secara keseluruhan aplikasi streaming ini sangat memuaskan, tetapi masih banyak lagu yang belum ada liriknya dan iklan yang kurang relevan,4;4;Positive;;;;;;;
Makin hari makin buruk kualitasnya ,,masa baru beberapa detik muncul iklan ..lama lama menjengkel kan mending gue hapus ni apk ga guna ,,uhhhhh perbaiki dong ????,1;1;Negative;;;;;;;
Sebenarnya aplikasi bagus.. iklan si wajar.. tp klo iklannya horor terus pasti bakal banyak yang pindah ke apk sebelah..,2;2;Negative;;;;;;;
"Sekarang spotify kok mau pilih lagu dibatasi dan harus ke premium dulu, katanya ""pilih lagu untuk diputar besok"",3";3;Negative;;;;;;;
saya gabisa login dari Minggu kemarin saya coba login ttp ga bisa, bahkan saya update dlu jga ttp ga bisa. maksud nya apa? tolong diperbaiki, masalah sinyal bagus bagus aja disini,1;1;Negative;;;;;;;
Kenapa translate tidak tersedia lagi, dan kenapa kembali ke spotify dulu yang bisa mutar 5 lagu saja selainnya nggk bisa?,4;4;Positive;;;;;;;
Spotify sekarang kurang memuaskan lirik lagu gaada eror terus pdhl jaringan bagus. Mohon untuk perbaikannya kalo begini terus bisa pindah apk lain,3;3;Negative;;;;;;;
Sebagai pengguna gratis saya merasa puas karesna hampir semua yang saya butuhkan terkait musik bisa terpenuhi. Semoga tetap bisa berikan layanan gratis.,5;5;Positive;;;;;;;
saya sangat suka spotify,karena spotify bisa membuat pikiran saya sama hati saya yangg tidak karuan menjadi happy lagii,saya mau bilang,bilangin sama pencipta aplikasi spotify karena sudah membuat aplikasi musik sebagus ini😇,5;5;Positive;;;;;;;
Makasih Spotify Aplikasi yang sangat bagus Aku suka dengan hadiahmu di awal bulan Desember (kilasbalik2023) Aku sangat senang dengan Spotify Teruslah berkarya,5;5;Positive;;;;;;;
"App nya bagus bisa dengerin lagu apa aja,,tp satu kekurangannya lirik lagu"" BTS gak bisa di muat padahal jaringan bagus 😌😌,4";4;Positive;;;;;;;
Aplikasi musik yang bagus, tapi saranku apakah Spotify bisa memutar lagu dari penyimpanan smartphone secara loop? Seperti YouTube Music,5;5;Positive;;;;;;;
